"url","Title","Time","Location","Category","New column"
"http://www.accupass.com/event/register/1601180324265381536460","小小設計家種子團隊體驗營－2016/05/07","2016-05-07(Sat) 09:00 ~ 2016-05-07(Sat) 17:00 (GMT+8)","松山文創","Arts",""
"http://www.accupass.com/event/register/1601180344428517553280","小小設計家種子團隊體驗營－2016/05/09","2016-05-09(Mon) 09:00 ~ 2016-05-09(Mon) 17:00 (GMT+8)","松山文創","Arts",""
"http://www.accupass.com/event/register/1604140327581929588405","《成為下一個獨角獸》：股神巴菲特慈善午餐得主為你揭露創業投資成功秘訣","2016-05-01(Sun) 14:00 ~ 2016-05-01(Sun) 17:00 (GMT+8)","台北市信義路五段1號","Education",""
"http://www.accupass.com/event/register/1601180334503570000900","小小設計家種子團隊體驗營－2016/05/08","2016-05-08(Sun) 09:00 ~ 2016-05-08(Sun) 17:00 (GMT+8)","松山文創","Arts",""
"http://www.accupass.com/event/register/1601161345453149530590","小小設計家種子團隊體驗營－2016/05/05","2016-05-05(Thu) 09:00 ~ 2016-05-05(Thu) 17:00 (GMT+8)","松山文創","Arts",""
"http://www.accupass.com/event/register/1601180256203112190400","小小設計家種子團隊體驗營－2016/05/06","2016-05-06(Fri) 09:00 ~ 2016-05-06(Fri) 17:00 (GMT+8)","松山文創","Arts",""
"http://www.accupass.com/go/WEN1050504A","[免費講座] 一起來玩錢-科學小遊戲","2016-05-04(Wed) 13:30 ~ 2016-05-04(Wed) 14:30 (GMT+8)","台北市文山區木柵路三段220號","Charity",""
"http://www.accupass.com/event/register/1604300834044936211710","Be the change 國際教育規劃","2016-05-07(Sat) 14:00 ~ 2016-05-07(Sat) 16:00 (GMT+8)","台北市大安區忠孝東路四段169號8樓之1","Education",""
"http://www.accupass.com/go/mid3May16","實境密室脫逃 《惡一學園：丑時三刻》5月場","2016-05-01(Sun) 09:30 ~ 2016-05-31(Tue) 22:30 (GMT+8)","台北市中山區農安街19號地下一樓","Entertainment",""
"http://www.accupass.com/event/register/1604160856552112983510","【三創野望沙龍系列】麻雀星球Planet Sparrow","2016-05-02(Mon) 19:00 ~ 2016-05-02(Mon) 21:00 (GMT+8)","台北市中正區市民大道三段2號4樓","Arts",""
"http://www.accupass.com/event/register/1604180444544904380690","台灣要創啥?","2016-05-04(Wed) 19:00 ~ 2016-05-04(Wed) 21:40 (GMT+8)","台北市光復南路102號3樓/創業小聚","Business",""
"http://www.accupass.com/go/eden1may16","實境密室脫逃 《伊甸Ｉ：亞當覺醒》5月場","2016-05-01(Sun) 09:00 ~ 2016-05-31(Tue) 23:00 (GMT+8)","台北市中山區農安街19號地下一樓","Entertainment",""
"http://www.accupass.com/go/jam","當我們醬在一起","2016-05-07(Sat) 14:00 ~ 2016-05-07(Sat) 17:00 (GMT+8)","Gather 四合院玩聚雅舍：臺北市信義區仁愛路四段452巷6號1樓","Food",""
"http://www.accupass.com/go/dtworkshop","【Design Thinking 工作坊：車庫總監換你當！】——臺大創創週-想像共創・共創想像","2016-05-01(Sun) 09:00 ~ 2016-05-01(Sun) 17:00 (GMT+8)","台北市中正區思源街18號","Education",""
"http://www.accupass.com/go/nsbmothersday03","Unique Care 母親節手作課程 - 天然回春抗皺保養品 (5/5台北場)","2016-05-05(Thu) 18:30 ~ 2016-05-05(Thu) 21:00 (GMT+8)","台北市羅斯福路四段136巷6弄23號","Arts",""
"http://www.accupass.com/go/match2016summer","2016 新創人才媒合會——臺大創創週-想像共創・共創想像","2016-05-07(Sat) 13:00 ~ 2016-05-07(Sat) 17:30 (GMT+8)","臺北市大安區羅斯福路四段1號 (臺大綜合體育館B1桌球室)","Education",""
"http://www.accupass.com/event/register/1604281126552098744314","Special K暖男派對-法比歐徵求廚房”貼身小幫手”","2016-05-03(Tue) 12:00 ~ 2016-05-17(Tue) 12:00 (GMT+8)","Dazzling Café Pink店 (地址: 大安區忠孝東路四段205巷7弄11號)","Food",""
"http://www.accupass.com/go/bigcampspring2016","BIG Camp | SPRING 2016: Grow your startup FAST!","2016-05-09(Mon) 09:30 ~ 2016-05-11(Wed) 18:30 (GMT+8)","11F, No.2, Sec. 3, Civic Blvd., Zhongzheng Dist., Taipei City 台北市中正區市民大道三段2號11F (Syntrend)","Technology",""
"http://www.accupass.com/event/register/1603010932139520662820","寵物美容的接待技巧&服務(台北)","2016-05-03(Tue) 13:30 ~ 2016-05-03(Tue) 16:30 (GMT+8)","台北市內湖區舊宗路一段30巷13號3樓","Education",""
"http://www.accupass.com/event/register/1604211237382925583750","2016 Connecting the Dots 連結點活動","2016-05-06(Fri) 18:00 ~ 2016-05-06(Fri) 21:30 (GMT+8)","小酒串燒：台北市 中正區 八德路一段1號 (華山文創產業園區)","Other",""
"http://www.accupass.com/event/register/1604070837005297422400","2016 網路金融科技講堂","2016-05-04(Wed) 14:00 ~ 2016-05-18(Wed) 16:30 (GMT+8)","106台北市大安區羅斯福路四段85號","Technology",""
"http://www.accupass.com/go/shellballad05","本家整合行銷-砲彈足球五月份場次宣傳頁面","2016-05-01(Sun) 12:00 ~ 2016-05-31(Tue) 12:00 (GMT+8)","112中央北路四段581號","Entertainment",""
"http://www.accupass.com/event/register/1604280301461243038496","ｅ起旅遊吧! 說走就走!","2016-05-04(Wed) 19:30 ~ 2016-05-04(Wed) 21:00 (GMT+8)","台北市昌吉街1號","Travel",""
"http://www.accupass.com/event/register/1605060429444813974210","阿嬤家博物館─擁抱真心特展","2016-05-07(Sat) 13:30 ~ 2016-05-15(Sun) 17:30 (GMT+8)","迪化街256號","Arts",""
"http://www.accupass.com/go/healthwang","王明鉅醫師《翻轉醫療》分享會","2016-05-07(Sat) 14:00 ~ 2016-05-07(Sat) 16:00 (GMT+8)","110 台北市台北市信義區松高路11號","Health",""
"http://www.accupass.com/go/makertomarket0508","【2016 Maker Faire】Maker to Market沙龍論壇","2016-05-08(Sun) 10:00 ~ 2016-05-08(Sun) 17:00 (GMT+8)","台北市士林區士商路189號B1會議室E","Technology",""
"http://www.accupass.com/go/soundscape_workshop2","Soundscape：【跟著耳朵去旅行】工作坊","2016-05-07(Sat) 14:00 ~ 2016-05-28(Sat) 16:00 (GMT+8)","台北市大安區溫州街74巷3弄2號","Arts",""
"http://www.accupass.com/event/register/1603211010011997584301","2016 台北葡萄酒展「酒與味蕾大師講座」","2016-05-07(Sat) 13:00 ~ 2016-05-08(Sun) 17:00 (GMT+8)","台北市松壽路6號","Food",""
"http://www.accupass.com/go/shareyouread002","不說書讀書會 vol.02","2016-05-01(Sun) 18:30 ~ 2016-05-01(Sun) 21:30 (GMT+8)","台北市士林區劍潭路21號2樓","Education",""
"http://www.accupass.com/event/register/1604211400261314305409","(加場亦額滿，請勿報名)●【慢食義大利 / Dida Creamery乳酪職人】手做乳酪體驗品嘗會 ●","2016-05-07(Sat) 11:00 ~ 2016-05-07(Sat) 13:30 (GMT+8)","台北市大安區延吉街259號","Food",""
"http://www.accupass.com/event/register/1605261103461374341100","2016 網路金融科技講堂-第四場","2016-05-04(Wed) 14:00 ~ 2016-06-22(Wed) 16:30 (GMT+8)","106台北市大安區羅斯福路四段85號","Technology",""
"http://www.accupass.com/event/register/1604160623198583183020","90 DAY TRAINING-人魚、馬甲線之夜","2016-05-04(Wed) 18:00 ~ 2016-05-04(Wed) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/go/event029","【旅行Buffet】不務正業工程師系列主題-從台積電工程師到流浪漢-一年半長途旅行","2016-05-03(Tue) 19:00 ~ 2016-05-03(Tue) 21:00 (GMT+8)","大可樂Duck Lab(大可居青年旅館B1-台北市萬華區昆明街316號)","Travel",""
"http://www.accupass.com/go/Veganfever","素浪—台北國際素食嘉年華—催生誓師大會","2016-05-07(Sat) 18:00 ~ 2016-05-07(Sat) 21:45 (GMT+8)","台北市大安區忠孝東路三段1號。台北科技大學綜合科館第一演講廳","Charity",""
"http://www.accupass.com/go/event030","【旅行Buffet】不務正業工程師系列主題-從台積電工程師到流浪漢-一年半長途旅行","2016-05-10(Tue) 19:00 ~ 2016-05-10(Tue) 21:00 (GMT+8)","大可樂Duck Lab(大可居青年旅館B1-台北市萬華區昆明街316號)","Travel",""
"http://www.accupass.com/event/register/1604260745329824854520","90 DAY TRAINING-綜合肌力訓練","2016-05-04(Wed) 09:00 ~ 2016-05-04(Wed) 12:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1605021236112046173392","90 DAY TRAINING-綜合肌力訓練","2016-05-10(Tue) 09:00 ~ 2016-05-10(Tue) 12:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1604260645007937554900","90 DAY TRAINING-肌力核心之夜","2016-05-02(Mon) 18:00 ~ 2016-05-02(Mon) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1604260715561449213831","90 DAY TRAINING-戶外體能營之夜","2016-05-05(Thu) 18:00 ~ 2016-05-05(Thu) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1604290257264420537450","[AIC課程]Humix Community-R&R 搜尋引擎 / 視覺辨識功能","2016-05-05(Thu) 19:00 ~ 2016-05-05(Thu) 21:00 (GMT+8)","台北市信義區光復南路133號1F","Technology",""
"http://www.accupass.com/event/register/1604200534211140430863","90 DAY TRAINING-舒緩瑜珈之夜","2016-05-03(Tue) 18:00 ~ 2016-05-03(Tue) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1604260734531583832498","90 DAY TRAINING-綜合肌力訓練","2016-05-03(Tue) 09:00 ~ 2016-05-03(Tue) 12:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1604260746404184819900","90 DAY TRAINING-綜合肌力訓練","2016-05-05(Thu) 09:00 ~ 2016-05-05(Thu) 12:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1605021237333514922630","90 DAY TRAINING-舒緩瑜珈之夜","2016-05-10(Tue) 18:00 ~ 2016-05-10(Tue) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/go/0509food","[GIS Taiwan會前活動] 格瓦拉、食神與你 - 社會設計與你","2016-05-09(Mon) 19:00 ~ 2016-05-09(Mon) 21:00 (GMT+8)","10617台北市大安區羅斯福路四段1號 (普通 505教室)","Education",""
"http://www.accupass.com/event/register/1605020531021955824467","90 DAY TRAINING-肌力核心之夜","2016-05-09(Mon) 18:00 ~ 2016-05-09(Mon) 21:00 (GMT+8)","台北市松山區敦化南路一段1號6樓B座","Sports",""
"http://www.accupass.com/event/register/1605050303369685429090","超EASY專案工作管理術","2016-05-05(Thu) 10:00 ~ 2016-08-25(Thu) 16:00 (GMT+8)","台北市中正區福州街10號2樓館前路8號4樓","Education",""
"http://www.accupass.com/event/register/1604171215065513957790","​2016 MedInno Salon 醫材創業沙龍 - VR醫療新創之路","2016-05-07(Sat) 09:30 ~ 2016-05-07(Sat) 12:00 (GMT+8)","台北市中正區仁愛路1段1號","Business",""
"http://www.accupass.com/go/ctbcsfy","【大師傳承】許芳宜身體要快樂講座","2016-05-07(Sat) 15:30 ~ 2016-05-07(Sat) 17:00 (GMT+8)","台北市信義區松高路11號6樓","Arts",""
"http://www.accupass.com/event/register/1604250404122083186121","5/10 領導力電影趴！另類讀書會～","2016-05-10(Tue) 19:00 ~ 2016-05-10(Tue) 22:00 (GMT+8)","內湖區成功路四段324巷4弄7號","Education",""
"http://www.accupass.com/go/Claire","日本越境跳島小旅行","2016-05-07(Sat) 14:00 ~ 2016-05-07(Sat) 16:00 (GMT+8)","台北市信義區嘉興街28號","Travel",""
"http://www.accupass.com/event/register/1604202125053097394210","糖霜餅乾DIY---【初階】母親節快樂","2016-05-04(Wed) 13:00 ~ 2016-05-04(Wed) 18:00 (GMT+8)","台北市中山區松江路235巷7號","Food",""
"http://www.accupass.com/event/register/1603040915021449176534","天地人學堂： 實體店面開設暨經營 系列課程（2016第2季）","2016-05-05(Thu) 19:30 ~ 2016-05-26(Thu) 21:30 (GMT+8)","台北市中正區齊東街74號（天地人文創）","Education",""
"http://www.accupass.com/event/register/1604070328411036144108","天地人學堂： Facebook 社群行銷暨廣告投放實戰操作系列課程","2016-05-10(Tue) 19:30 ~ 2016-05-31(Tue) 21:30 (GMT+8)","台北市中正區齊東街74號（天地人文創）","Education",""
"http://www.accupass.com/event/register/1604202119256590732430","糖霜餅乾DIY---【初階】媽咪我愛你","2016-05-02(Mon) 11:00 ~ 2016-05-02(Mon) 16:00 (GMT+8)","台北市中山區松江路235巷7號","Food",""
"http://www.accupass.com/event/register/1603281019461543266144","天地人學堂： 微電影行銷 影音媒體操作系列課程（五月班）","2016-05-09(Mon) 19:30 ~ 2016-05-30(Mon) 21:30 (GMT+8)","台北市中正區齊東街74號（天地人文創）","Education",""
"http://www.accupass.com/event/register/1605050253431298643462","超EASY新思維團隊工作術","2016-05-05(Thu) 10:30 ~ 2016-07-30(Sat) 16:00 (GMT+8)","台北市中正區館前路8號4樓","Education",""
"http://www.accupass.com/go/0503tedtaipei","[GIS Taiwan會前活動] 從TED 談改變","2016-05-03(Tue) 19:00 ~ 2016-05-03(Tue) 21:00 (GMT+8)","10617台北市大安區羅斯福路四段1號","Education",""
"http://www.accupass.com/event/register/1604201354261196443913","糖霜餅乾DIY---【主題課】母親節珠寶盒","2016-05-01(Sun) 10:00 ~ 2016-05-01(Sun) 17:00 (GMT+8)","台北市中山區松江路235巷7號","Food",""
"http://www.accupass.com/event/register/1604202131391089693024","糖霜餅乾DIY---【高階】相框餅乾","2016-05-05(Thu) 13:00 ~ 2016-05-05(Thu) 17:00 (GMT+8)","台北市中山區松江路235巷7號5樓","Food",""
"http://www.accupass.com/go/0502UIUX","[GIS Taiwan會前活動] 使用者經驗 x 設計思考 – 價值的思考方式","2016-05-02(Mon) 19:00 ~ 2016-05-02(Mon) 21:00 (GMT+8)","10617台北市大安區羅斯福路四段1號","Education",""
"http://www.accupass.com/event/register/1604202113492533029440","糖霜餅乾DIY---【主題課】母親節珠寶盒","2016-05-03(Tue) 10:00 ~ 2016-05-03(Tue) 17:00 (GMT+8)","台北市中山區松江路235巷7號","Food",""
"http://www.accupass.com/event/register/1604241052441038844599","【跟媽媽一起街遊】 西門王的漲跌人生 》2016-05-08","2016-05-08(Sun) 10:00 ~ 2016-05-08(Sun) 12:00 (GMT+8)","台北市萬華區成都路12號","Travel",""
"http://www.accupass.com/event/register/1604202137251619080456","糖霜餅乾DIY---【高階】花現幸福","2016-05-06(Fri) 13:00 ~ 2016-05-06(Fri) 18:00 (GMT+8)","台北市中山區松江路235巷7號5樓","Food",""
"http://www.accupass.com/event/register/1604270633224010503760","【 N.120場跨產業沙龍－全台最大的每週跨界交流論壇】","2016-05-04(Wed) 19:00 ~ 2016-05-04(Wed) 21:30 (GMT+8)","台北市中正區幸福里齊東街74號1樓","Education",""
"http://www.accupass.com/go/2016mobile_hero1","【免費講座】開發板+物聯網+智慧城市+2016通訊大賽暖身交流(台北場)","2016-05-04(Wed) 19:00 ~ 2016-05-04(Wed) 21:10 (GMT+8)","台北市長安東路1段18號6樓","Technology",""
