"url","name","time","location","location_link","cate","cate_link"
"http://www.accupass.com/event/register/1611290331202133855557","12月YH分享會-2017韓國打工度假講座，安妞哈撒唷~體驗新生活！","2016-11-29(Tue) 10:00 ~ 2016-12-10(Sat) 16:30 (GMT+8)","台北市中正區懷寧街84號","http://maps.google.com/maps?q=25.0429721,121.51395960000002&sll=25.0429721,121.51395960000002","Travel","http://www.accupass.com/search/r/0/4/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/momo1128","The Future Shopping 手機購物新潮流","2016-11-28(Mon) 19:00 ~ 2016-11-28(Mon) 21:30 (GMT+8)","台北市南京東路二段100號12樓","http://maps.google.com/maps?q=25.0518004,121.5319889&sll=25.0518004,121.5319889","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610190628111323576941","全台官方限定課程-(台北班)LINE@行銷活用實戰班","2016-11-28(Mon) 09:30 ~ 2016-11-28(Mon) 16:30 (GMT+8)","青創總會(台北市中正區和平西路一段150號12樓)","http://maps.google.com/maps?q=25.0273353,121.51535749999994&sll=25.0273353,121.51535749999994","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611151220331476995771","百貨公司進櫃心法","2016-11-30(Wed) 13:30 ~ 2016-11-30(Wed) 17:30 (GMT+8)","青創總會","http://maps.google.com/maps?q=25.0273353,121.51535749999992&sll=25.0273353,121.51535749999992","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610261442591703304363","11/28號你可以選擇富有-啟動財商大腦","2016-11-28(Mon) 19:00 ~ 2016-11-28(Mon) 21:30 (GMT+8)","台北市光復南路240巷51號B1","http://maps.google.com/maps?q=25.0407067,121.5551229&sll=25.0407067,121.5551229","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611160736322056782570","產品創意行銷術","2016-11-30(Wed) 18:30 ~ 2016-11-30(Wed) 21:30 (GMT+8)","台北市和平西路一段150號12樓; 課程網址","http://maps.google.com/maps?q=25.0273353,121.51535749999994&sll=25.0273353,121.51535749999994; http://www.careernet.org.tw/n/Class-9824.html","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240816387062378820","媒觀講堂－自製率是解藥嗎！？剖析影視產業現狀","2016-11-28(Mon) 19:00 ~ 2016-11-28(Mon) 21:00 (GMT+8)","台大校友會館3B會議室(臺北市濟南路一段2之1號3樓); 活動頁面","http://maps.google.com/maps?q=25.0428494,121.5196274&sll=25.0428494,121.5196274; https://www.facebook.com/events/206317903152730/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1608120825571931750131","跑跑人_限量商品","2016-11-30(Wed) 09:00 ~ 2016-11-30(Wed) 17:00 (GMT+8)","大佳河濱","http://maps.google.com/maps?q=25.073649,121.5450254&sll=25.073649,121.5450254","Sports","http://www.accupass.com/search/r/0/3/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240353501870192419","【 跨產業沙龍 N149】PIXNET 優像數位媒體科技顧問、璞成心遇空間總監、POWER FOR POINT 寶渥首席培訓師暨聯合創始人","2016-11-30(Wed) 19:00 ~ 2016-11-30(Wed) 21:30 (GMT+8)","台北市中正區幸福里齊東街74號1樓; 天地人文創","http://maps.google.com/maps?q=25.0417491,121.5276814&sll=25.0417491,121.5276814; http://tiandiren.tw/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/sleepwell1129","健康543-搶救睡眠大作戰","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市大同區長安西路45-1號2樓之3","http://maps.google.com/maps?q=25.0507644,121.51801360000002&sll=25.0507644,121.51801360000002","Health","http://www.accupass.com/search/r/0/12/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610260406114431663280","財富移轉規劃實務 - 資產傳承規劃早，富裕終生樂逍遙！[免費說明會]","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 20:30 (GMT+8)","台北市大安區信義路四段1號3樓","http://maps.google.com/maps?q=25.0335555,121.5442987&sll=25.0335555,121.5442987","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611170410211967470376","NLP 九型人格 - 識人術","2016-11-29(Tue) 19:15 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市長安東路一段61-1號","http://maps.google.com/maps?q=25.0487212,121.5270769&sll=25.0487212,121.5270769","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611070230541382703548","免費講座－如何讓專案管理充滿效率? 讓主管、客戶滿意度90%以上!","2016-11-30(Wed) 19:00 ~ 2016-11-30(Wed) 21:00 (GMT+8)","台北市復興北路99號14F","http://maps.google.com/maps?q=25.052848,121.54435149999996&sll=25.052848,121.54435149999996","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/syn1129","SYN 席提利橄欖油 甜點示範課","2016-11-29(Tue) 15:00 ~ 2016-11-29(Tue) 17:00 (GMT+8)","台北市大安區溫州街74巷3弄1號; 肯園部落格","http://maps.google.com/maps?q=25.0194887,121.5321702&sll=25.0194887,121.5321702; http://blog.canjune.com.tw/","Food","http://www.accupass.com/search/r/0/2/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611160658202009258276","新南向創新創業分享~前進亞洲的直布羅陀「新加坡」","2016-11-28(Mon) 13:30 ~ 2016-11-28(Mon) 16:30 (GMT+8)","台北市大安區金華街142號","http://maps.google.com/maps?q=25.02979,121.52861499999996&sll=25.02979,121.52861499999996","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610260834441543692033","免費講座-打動人心！用產品設計改變全世界","2016-11-29(Tue) 18:30 ~ 2016-11-29(Tue) 21:30 (GMT+8)","新北市板橋區中山路一段3號10樓","http://maps.google.com/maps?q=25.0449757,121.51617369999995&sll=25.0449757,121.51617369999995","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611170801241511595100","【聽你。聽我 說旅行】埃及小旅行","2016-11-30(Wed) 19:30 ~ 2016-11-30(Wed) 21:30 (GMT+8)","台北市大安區溫州街74巷3弄2號1樓; UrTravelMaker","http://maps.google.com/maps?q=25.0195192,121.5323525&sll=25.0195192,121.5323525; https://www.facebook.com/groups/UrTravelMaker/","Travel","http://www.accupass.com/search/r/0/4/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1608120822531908140061","跑跑人_報名頁面","2016-11-30(Wed) 07:00 ~ 2016-11-30(Wed) 18:00 (GMT+8)","大佳河濱","http://maps.google.com/maps?q=25.073649,121.5450254&sll=25.073649,121.5450254","Sports","http://www.accupass.com/search/r/0/3/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610060918301213223990","跟著 Bootstrap 學模組化","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 22:00 (GMT+8)","台北市中正區衡陽路7號5樓","http://maps.google.com/maps?q=25.0424189,121.51386200000002&sll=25.0424189,121.51386200000002","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/fwlearn201612",">>FutureWard：12月份機台基礎操作課程","2016-12-01(Thu) 00:00 ~ 2016-12-31(Sat) 21:00 (GMT+8)","台北市中山區中山北路三段40號; FutureWard官方粉絲頁","http://maps.google.com/maps?q=25.06715870869972,121.5201469818619&sll=25.06715870869972,121.5201469818619; https://www.facebook.com/futurewards","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611071506201240857884","【公開課程_新竹場】關鍵人才管理落地實務分享 - How to assess Potential","2016-11-28(Mon) 13:30 ~ 2016-11-28(Mon) 16:30 (GMT+8)","新竹科學園區工業東二路1號2樓","http://maps.google.com/maps?q=25.0130396,121.53678779999996&sll=25.0130396,121.53678779999996","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611030349151266429897","大叔的黑咖啡：沖出你的人生滋味","2016-11-29(Tue) 20:00 ~ 2016-11-29(Tue) 22:00 (GMT+8)","台北市信義區嘉興街179-28號1樓; 場地粉絲頁","http://maps.google.com/maps?q=25.026631,121.55676700000004&sll=25.026631,121.55676700000004; https://www.facebook.com/SitTogether/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610061453326316609890","11/28 潛意識排列小劇場","2016-11-28(Mon) 09:30 ~ 2016-11-28(Mon) 12:30 (GMT+8)","忠孝復興站步行五分鐘; 潛意識排列小劇場案例","http://maps.google.com/maps?q=25.041629,121.543767&sll=25.041629,121.543767; http://hypnosisfun.blogspot.tw/search/label/%E6%BD%9B%E6%84%8F%E8%AD%98%E6%8E%92%E5%88%97%E5%B0%8F%E5%8A%87%E5%A0%B4","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240212151631186730","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 13:30 ~ 2016-11-30(Wed) 15:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260939461494058436","新手投資買房，看未來增長？還是看房租收益？","2016-11-30(Wed) 01:45 ~ 2016-11-30(Wed) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291052159773416800","2017年第10屆名揚盃象棋錦標賽(1/15-3/12)預約報名制","2016-11-29(Tue) 19:00 ~ 2017-03-12(Sun) 12:00 (GMT+8)","台北市大安區新生南路一段161巷35-1號2樓; 網址連結","http://maps.google.com/maps?q=25.034664,121.5367436&sll=25.034664,121.5367436; http://mycac.myweb.hinet.net/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280250512088017147","2016金門文化創意產業發展計畫-鄉鎮文創商品開發暨設計成果展","2016-11-28(Mon) 10:00 ~ 2016-12-01(Thu) 17:00 (GMT+8)","台北市信義區光復南路133號; https://www.facebook.com/2016QMCC/?fref=ts","http://maps.google.com/maps?q=25.0436839,121.55935&sll=25.0436839,121.55935; http://www.2016qmcc.com/","Arts","http://www.accupass.com/search/r/0/1/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240202191831377810","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 11:00 ~ 2016-11-29(Tue) 12:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260931431145842285","《蛤！什麼！原來實體產業也能有好的投資獲利！》","2016-12-01(Thu) 01:30 ~ 2016-12-01(Thu) 21:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Arts","http://www.accupass.com/search/r/0/1/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291227401276509366","失戀與感情諮詢免費線上輔導","2016-11-30(Wed) 22:45 ~ 2016-11-30(Wed) 23:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611231315121172500358","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-28(Mon) 09:00 ~ 2016-11-28(Mon) 10:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/10square","10 Square 魔幻廚房－甜點烘焙","2016-11-29(Tue) 08:00 ~ 2016-12-31(Sat) 22:00 (GMT+8)","台北市大安區安和路二段35巷5號1樓; https://goo.gl/forms/xKfNVwJMVHhflAPe2","http://maps.google.com/maps?q=25.0318438,121.55298319999996&sll=25.0318438,121.55298319999996; https://goo.gl/forms/xKfNVwJMVHhflAPe2","Food","http://www.accupass.com/search/r/0/2/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611300215198712439300","英文企劃書撰寫班","2016-11-29(Tue) 09:00 ~ 2017-01-20(Fri) 00:00 (GMT+8)","台北市信義區永吉路523號; CTL Business Group","http://maps.google.com/maps?q=25.0455889,121.580239&sll=25.0455889,121.580239; http://www.ctlinternational.ca/","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291102441285975549","失戀與感情諮詢免費線上輔導","2016-11-30(Wed) 11:45 ~ 2016-11-30(Wed) 12:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240212587404104250","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 15:30 ~ 2016-11-30(Wed) 17:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611160038352139644032","說書、聊書、輕鬆讀書會","2016-11-30(Wed) 19:30 ~ 2016-11-30(Wed) 21:00 (GMT+8)","106台北市大安區忠孝東路三段52號","http://maps.google.com/maps?q=25.0417592,121.5353086&sll=25.0417592,121.5353086","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260939062087690984","新手投資買房，看未來增長？還是看房租收益？","2016-11-29(Tue) 01:45 ~ 2016-11-29(Tue) 21:45 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/20161129","「V老師講座系列」開啟你通往成功道路的天賦密碼 -V老師天賦學苑","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 21:00 (GMT+8)","台北市忠孝東路四段560號T樓 請留意並依照指示牌(市政府捷運站2號出口，臺灣銀行樓上); V老師天賦學苑官網","http://maps.google.com/maps?q=25.0407381,121.56379889999994&sll=25.0407381,121.56379889999994; http://ceobrain1.wix.com/center","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280832087866865080","失戀與感情諮詢免費線上輔導","2016-11-29(Tue) 11:45 ~ 2016-11-29(Tue) 12:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240213468520821300","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 19:00 ~ 2016-11-30(Wed) 20:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1610310824338707809920","輕鬆入門 優雅性感♦阿根廷探戈♦Tango Argentina","2016-11-28(Mon) 21:15 ~ 2016-11-28(Mon) 22:00 (GMT+8)","台北市復興南路一段92-9號1F","http://maps.google.com/maps?q=25.044029669440956,121.54309066864778&sll=25.044029669440956,121.54309066864778","Entertainment","http://www.accupass.com/search/r/0/6/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611300240211295603687","企業併購規劃員證書班","2016-11-29(Tue) 09:00 ~ 2017-01-20(Fri) 00:00 (GMT+8)","","","",""
"http://www.accupass.com/event/register/1611240154591300895124","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-29(Tue) 09:00 ~ 2016-11-29(Tue) 10:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260930381280692110","《蛤！什麼！原來實體產業也能有好的投資獲利！》","2016-11-30(Wed) 01:30 ~ 2016-11-30(Wed) 21:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Arts","http://www.accupass.com/search/r/0/1/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611280554131585071757","✪整合、分享、成功，香港機票免費拿✪ 亞倫商務交流會","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市大安區忠孝東路四段107號11樓之2","http://maps.google.com/maps?q=25.041596774766298,121.551742127539&sll=25.041596774766298,121.551742127539","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291220291432647668","失戀與感情諮詢免費線上輔導","2016-11-30(Wed) 16:45 ~ 2016-11-30(Wed) 17:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611160024371386854684","說書、聊書、輕鬆讀書會","2016-11-29(Tue) 19:30 ~ 2016-11-29(Tue) 21:00 (GMT+8)","106台北市大安區忠孝東路三段52號","http://maps.google.com/maps?q=25.0417592,121.5353086&sll=25.0417592,121.5353086","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260634217840538860","清新身體清新心靈~免費講座","2016-11-30(Wed) 19:30 ~ 2016-11-30(Wed) 20:30 (GMT+8)","台北市南京東路五段354號1樓 TEL:02-2747-0001 葉小姐","http://maps.google.com/maps?q=25.051028,121.56956300000002&sll=25.051028,121.56956300000002","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611260227567041464150","免費講座 11/29財富自由的秘密！","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 21:30 (GMT+8)","台北市台北火車站 (新光三越)","http://maps.google.com/maps?q=25.0477505,121.51705990000004&sll=25.0477505,121.51705990000004","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/go/java_1129","NTC JAVA保證就業菁英養成免費講座(11/29)","2016-11-29(Tue) 14:00 ~ 2016-11-29(Tue) 15:30 (GMT+8)","台北市內湖區基湖路32號; NTC Java班詳情網址","http://maps.google.com/maps?q=25.080803,121.56473699999992&sll=25.080803,121.56473699999992; http://www.hcinnovation.tw/tc/index.php/k2-blog/item/133-2016java#a3","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611231314132067949439","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-28(Mon) 21:00 ~ 2016-11-28(Mon) 22:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611271441341310567316","失戀與感情諮詢免費線上輔導","2016-11-28(Mon) 11:45 ~ 2016-11-28(Mon) 12:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291045172238529950","失戀與感情諮詢免費線上輔導","2016-11-29(Tue) 22:45 ~ 2016-11-29(Tue) 23:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611271445201631155073","失戀與感情諮詢免費線上輔導","2016-11-28(Mon) 16:45 ~ 2016-11-28(Mon) 17:45 (GMT+8)","忠孝新生站","http://maps.google.com/maps?q=25.0420252,121.5326559&sll=25.0420252,121.5326559","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611240215231594671535","築夢瓦舍-您對未來迷惘嗎？您想要擁有怎麼樣的未來？","2016-11-30(Wed) 21:00 ~ 2016-11-30(Wed) 22:30 (GMT+8)","台北市","http://maps.google.com/maps?q=25.033099694168513,121.57046935294808&sll=25.033099694168513,121.57046935294808","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611291040461770516596","2017名揚象棋寒假學生研習營(另有成人營隊請電洽)","2016-11-29(Tue) 19:00 ~ 2017-02-10(Fri) 17:00 (GMT+8)","台北市大安區新生南路一段161巷35-1號2樓; 網址連結","http://maps.google.com/maps?q=25.034664,121.5367436&sll=25.034664,121.5367436; http://mycac.myweb.hinet.net/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611300230041630349358","QuickBooks 會計軟體證書班","2016-11-29(Tue) 09:00 ~ 2017-01-20(Fri) 00:00 (GMT+8)","台北市信義區永吉路523號","http://maps.google.com/maps?q=25.0455889,121.580239&sll=25.0455889,121.580239","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611270123283680871880","泰國/馬來西亞/澳洲 海外投資說明會 台北/高雄場","2016-12-01(Thu) 00:00 ~ 2016-12-31(Sat) 00:00 (GMT+8)","台北市信義區信義路五段1號","http://maps.google.com/maps?q=25.033263,121.56049180000002&sll=25.033263,121.56049180000002","Business","http://www.accupass.com/search/r/0/11/0/0/1/0/00010101/99991231"
"http://www.accupass.com/event/register/1611140842212140089670","Moana公主 🌺 花冠手作特別企劃","2016-11-29(Tue) 19:00 ~ 2016-11-29(Tue) 21:00 (GMT+8)","永康2號 Syros Cafe--台北市永康街2號2樓; 桂舍官網","http://maps.google.com/maps?q=25.0333395,121.52975700000002&sll=25.0333395,121.52975700000002; https://www.facebook.com/KUEIFLEUR/","Education","http://www.accupass.com/search/r/0/7/0/0/1/0/00010101/99991231"
