"url","NAME","Time","Location","Location_link","Cate"
"http://www.accupass.com/go/2016TTF","踢踏研習營 Workshop; 特別課程 SP Workshop","2016-11-25(Fri) 10:00 ~ 2016-11-30(Wed) 23:00 (GMT+8)","臺北市北投區文林北路112號B1; 台北踢踏節官方網站","http://maps.google.com/maps?q=25.105994,121.51736699999992&sll=25.105994,121.51736699999992; http://www.danceworks.com.tw/","Education"
"http://www.accupass.com/go/best","B.E.S.T Asia Welcome Conference Business,Engineering＆Surgical Technology 醫療跨界結合產業升級商機論壇","","","",""
"http://www.accupass.com/go/best","","2016-11-23(Wed) 13:30 ~ 2016-11-23(Wed) 16:30 (GMT+8)","106台北市大安區敦化南路二段201號","http://maps.google.com/maps?q=25.0268885,121.54900299999996&sll=25.0268885,121.54900299999996","Education"
"http://www.accupass.com/go/class1611","【翻轉新媒體 ＠ 迎戰行銷新趨勢】","2016-11-24(Thu) 19:00 ~ 2016-12-08(Thu) 21:30 (GMT+8)","臺北市南京東路二段100號12F","http://maps.google.com/maps?q=25.0518004,121.5319889&sll=25.0518004,121.5319889","Education"
"http://www.accupass.com/go/Keynotepro","Keynote關鍵報告進階技巧講座-口碑場","2016-11-27(Sun) 14:00 ~ 2016-11-27(Sun) 17:00 (GMT+8)","台北市中山區松江路350號 9樓之2","http://maps.google.com/maps?q=25.0616308,121.53290360000004&sll=25.0616308,121.53290360000004","Education"
"http://www.accupass.com/go/DCT_105030","《台北》JavaScript 開發實戰：核心概念篇","2016-11-26(Sat) 09:00 ~ 2016-11-26(Sat) 17:00 (GMT+8)","台北市大安區金華街199巷5號; Will 保哥的技術交流中心","http://maps.google.com/maps?q=25.0311764,121.528366&sll=25.0311764,121.528366; https://www.facebook.com/will.fans","Education"
"http://www.accupass.com/go/lsy161203","【報名享好禮！】LSY林三益 ╳ 柳燕老師 課本沒教的 秋冬水嫩肌保養講座","2016-11-21(Mon) 08:00 ~ 2016-11-21(Mon) 08:00 (GMT+8)","台北市中山區南京東路二段160號6樓; LSY林三益專業刷具","http://maps.google.com/maps?q=25.05173,121.53445399999998&sll=25.05173,121.53445399999998; http://www.lsy031.com/","Fashion"
"http://www.accupass.com/go/1127uxformakers","【Maker to Market#3】善用使用者體驗設計，打造好產品","2016-11-27(Sun) 10:00 ~ 2016-11-27(Sun) 17:45 (GMT+8)","台北市忠孝東路五段68號19樓; Ladies that UX 粉絲專頁","http://maps.google.com/maps?q=25.0405044,121.56689640000002&sll=25.0405044,121.56689640000002; https://www.facebook.com/ltuxtaipei/","Technology"
"http://www.accupass.com/event/register/1611210622241424115960","探索原韻 探索豐厚閱歷x 復刻黑膠記憶 (北部場)","","","",""
"http://www.accupass.com/event/register/1611210622241424115960","品酒會內容; 品酒會活動資訊; 品酒會活動流程; MUZIK-Online 報名場次","2016-11-21(Mon) 10:00 ~ 2017-01-08(Sun) 21:00 (GMT+8)","台北市大安區敦化南路一段245號B2藝文空間","http://maps.google.com/maps?q=25.0394894,121.5493278&sll=25.0394894,121.5493278","Food"
"http://www.accupass.com/go/HsianglinTseng","illuClass｜墨筆的小物速寫","2016-11-23(Wed) 19:30 ~ 2016-11-23(Wed) 21:30 (GMT+8)","台北市萬華區康定路43號2樓; 插畫人基地FB","http://maps.google.com/maps?q=25.0413667,121.50236040000004&sll=25.0413667,121.50236040000004; https://www.facebook.com/illustrationbase/","Education"
"http://www.accupass.com/event/register/1606280351451276262716","102 流程設計與跨部門溝通 (7PDU)","2016-11-26(Sat) 09:30 ~ 2016-11-26(Sat) 17:30 (GMT+8)","台北市復興北路154樓9樓【大人學台北教室】","http://maps.google.com/maps?q=25.053145,121.543682&sll=25.053145,121.543682","Education"
"http://www.accupass.com/event/register/1610200929591689788573","臺北跨界設計日：用設計改變世界！系列論壇#1","2016-11-27(Sun) 10:30 ~ 2016-11-27(Sun) 17:00 (GMT+8)","台北市中正區齊東街74號（天地人文創）; 天地人文創","http://maps.google.com/maps?q=25.0417491,121.5276814&sll=25.0417491,121.5276814; http://tiandiren.tw/","Arts"
"http://www.accupass.com/go/novemberflower1127","十一月份洋甘菊完整解析&保養手作課程","2016-11-27(Sun) 10:00 ~ 2016-11-27(Sun) 12:00 (GMT+8)","台北市松山區南京東路四段75巷14弄2號2樓","http://maps.google.com/maps?q=25.0521075,121.55329140000003&sll=25.0521075,121.55329140000003","Arts"
"http://www.accupass.com/go/commonhealth20162025","2025「智慧樂高齡‧共創大未來」高齡國際趨勢論壇","2016-11-23(Wed) 08:00 ~ 2016-11-23(Wed) 17:00 (GMT+8)","台北市南京東路三段133號; 2025「智慧樂高齡‧共創大未來」高齡國際趨勢論壇官方網站","http://maps.google.com/maps?q=25.0523025,121.54132860000004&sll=25.0523025,121.54132860000004; http://topic.commonhealth.com.tw/2025/#top","Health"
"http://www.accupass.com/event/register/1611150621482032335638","新媒體及影視產業研究報告分享交流會","","","",""
"http://www.accupass.com/event/register/1611150621482032335638","本活動現場備有 午餐 及 精緻茶點、飲料，讓與會來賓享用。","2016-11-22(Tue) 09:30 ~ 2016-11-22(Tue) 16:30 (GMT+8)","台北市東興路41號10樓","http://maps.google.com/maps?q=25.0480975,121.56664419999991&sll=25.0480975,121.56664419999991","Technology"
"http://www.accupass.com/go/ask161124","【人才Update】部門溝通與領導決策培訓講座","2016-11-24(Thu) 13:30 ~ 2016-11-24(Thu) 17:30 (GMT+8)","台北市內湖區瑞光路298號7樓 帝國經貿大樓","http://maps.google.com/maps?q=25.0763383,121.57470850000004&sll=25.0763383,121.57470850000004","Education"
"http://www.accupass.com/go/lily1125","Raymond的香氣之旅－茉莉花鄉","2016-11-25(Fri) 19:00 ~ 2016-11-25(Fri) 20:30 (GMT+8)","台北市大安區溫州街74巷3弄1號; http://blog.canjune.com.tw/","http://maps.google.com/maps?q=25.0194887,121.5321702&sll=25.0194887,121.5321702; http://blog.canjune.com.tw/","Travel"
"http://www.accupass.com/go/Cindywume","illuClass｜沾水墨筆基礎課 - 看線條在說話","2016-11-26(Sat) 14:00 ~ 2016-11-26(Sat) 17:00 (GMT+8)","台北市萬華區康定路43號2樓; 插畫人基地FB","http://maps.google.com/maps?q=25.0413667,121.50236040000004&sll=25.0413667,121.50236040000004; https://www.facebook.com/illustrationbase","Education"
"http://www.accupass.com/go/idomusictyhostel","新加坡連續劇女王 湯薇恩 x 全才創作歌手 DK 金大為 【新專輯彈唱會】","2016-11-25(Fri) 20:00 ~ 2016-11-25(Fri) 21:30 (GMT+8)","台北市中正區青島西路11號B1","http://maps.google.com/maps?q=25.0450379,121.51775199999996&sll=25.0450379,121.51775199999996","Arts"
"http://www.accupass.com/go/Sonicblessings","宇宙巡航音樂會 @ 台灣大學","2016-11-26(Sat) 11:00 ~ 2016-11-26(Sat) 12:30 (GMT+8)","國立台灣大學綜合體育館 106台北市大安區羅斯福路四段1號","http://maps.google.com/maps?q=25.021512523397185,121.53533178885505&sll=25.021512523397185,121.53533178885505","Arts"
"http://www.accupass.com/go/1127trip","11/27 品味食尚之旅~ 清水鬼洞/Tapas one","2016-11-27(Sun) 06:50 ~ 2016-11-27(Sun) 22:00 (GMT+8)","台北市文山區萬芳路60-8號; 行程介紹","http://maps.google.com/maps?q=24.9985715,121.56861430000004&sll=24.9985715,121.56861430000004; http://www.tellicebooks.com/page/about/index.aspx?kind=4528","Travel"
"http://www.accupass.com/go/secourse25","社群時代文案術:華山論劍社企講堂","2016-11-24(Thu) 19:30 ~ 2016-11-24(Thu) 21:00 (GMT+8)","台北市金華街142號（社企聚落）","http://maps.google.com/maps?q=25.02979,121.52861499999996&sll=25.02979,121.52861499999996","Education"
"http://www.accupass.com/go/squareruralup","洄游二次方成果分享會-青年洄游，翻轉農村新世代","2016-11-27(Sun) 13:00 ~ 2016-11-27(Sun) 16:30 (GMT+8)","社會企業共同聚落(臺北市大安區金華街142號)​; 青村白皮書-大專生洄游農村競賽","http://maps.google.com/maps?q=25.02979,121.52861499999996&sll=25.02979,121.52861499999996; https://www.facebook.com/rural.young/","Education"
"http://www.accupass.com/event/register/1605250933162088244688","11/26(六)【教練式輔導技巧】 陳煥庭老師授課","2016-11-26(Sat) 09:00 ~ 2016-11-27(Sun) 17:00 (GMT+8)","台北市松山區復興北路99號","http://maps.google.com/maps?q=25.052848,121.54435149999996&sll=25.052848,121.54435149999996","Education"
"http://www.accupass.com/go/privateSchooltest","模擬私中入學大會考","2016-11-27(Sun) 09:00 ~ 2016-11-27(Sun) 17:00 (GMT+8)","台北市南京東路三段270號5樓; 寰宇文教機構","http://maps.google.com/maps?q=25.0516038,121.5451729&sll=25.0516038,121.5451729; http://globalchild.com.tw/","Education"
"http://www.accupass.com/event/register/1611151605329468454240","【口譯員浩爾來了】小小口譯員變身巨星雙語主持人的大大秘訣 | Taiwan Toastmasters 台灣雙聲代英文例會","2016-11-22(Tue) 19:30 ~ 2016-11-22(Tue) 21:00 (GMT+8)","台北市羅斯福路四段160號; 粉絲頁","http://maps.google.com/maps?q=25.0124351,121.53614600000004&sll=25.0124351,121.53614600000004; https://www.facebook.com/TaiwanToastmastersClub/","Education"
"http://www.accupass.com/go/acer_cpf_yahoo_1126","宏碁雲教授體驗課程 — Yahoo獨家販售特別場 [台北]","","","",""
"http://www.accupass.com/go/acer_cpf_yahoo_1126","好評不斷的[宏碁雲教授體驗課程]又來啦!; 【在實做中激發孩子對程式設計的興趣】!; Yahoo購物中心 立即購買; 讓我們一起邁向雲端大未來！; 課程教什麼？","2016-11-26(Sat) 09:30 ~ 2016-11-26(Sat) 12:30 (GMT+8)","台北市南港區三重路66號14樓","http://maps.google.com/maps?q=25.0571105,121.61430199999997&sll=25.0571105,121.61430199999997","Technology"
"http://www.accupass.com/go/illuClassRae1","illuClass｜創意油畫入門","2016-11-26(Sat) 14:30 ~ 2016-11-26(Sat) 16:30 (GMT+8)","台北市萬華區康定路43號2樓; 插畫人基地FB","http://maps.google.com/maps?q=25.0413667,121.50236040000004&sll=25.0413667,121.50236040000004; https://www.facebook.com/illustrationbase/","Education"
"http://www.accupass.com/event/register/1610141050287060760750","Zenvolution 玩美體驗會【台中】全新Zen 系列產品","2016-11-27(Sun) 14:00 ~ 2016-11-27(Sun) 16:30 (GMT+8)","台中市西屯區台灣大道二段689號; 華碩數位學園","http://maps.google.com/maps?q=25.0332591,121.562324&sll=25.0332591,121.562324; https://www.asus.com/TW/eService/learning/CourseDetailList/CourseContent?CourseGuid=f9a3d00f-1f53-4da2-acb3-3db9c87f8af9","Education"
"http://www.accupass.com/go/hrfriday20161122","小週末【薪酬研習講座】主題 : 大媽老師之『薪資架構設計DIY』","2016-11-22(Tue) 19:30 ~ 2016-11-22(Tue) 22:00 (GMT+8)","台北市 中正區林森南路142號B1","http://maps.google.com/maps?q=25.03324,121.51833&sll=25.03324,121.51833","Education"
"http://www.accupass.com/go/UX_EXPERIENCE_NEW","【Maker to Market#3】善用使用者體驗設計，打造好產品_無經驗可","2016-11-27(Sun) 10:00 ~ 2016-11-27(Sun) 17:45 (GMT+8)","台北市忠孝東路五段68號19樓; Ladies that UX 粉絲專頁","http://maps.google.com/maps?q=25.0405044,121.56689640000002&sll=25.0405044,121.56689640000002; https://www.facebook.com/ltuxtaipei/","Technology"
"http://www.accupass.com/event/register/1606280342091371220181","久酒香遇品酒會 : 義大利區","2016-11-26(Sat) 15:00 ~ 2016-11-26(Sat) 18:00 (GMT+8)","台北市大安區","http://maps.google.com/maps?q=25.0261583,121.54270930000008&sll=25.0261583,121.54270930000008","Food"
"http://www.accupass.com/go/UU161126","《冬天的人》| 張之謙 & 張璿 專場演出","2016-11-26(Sat) 20:00 ~ 2016-11-26(Sat) 22:00 (GMT+8)","台北市民生東路二段107號二樓; 樂悠悠之口Facebook粉絲頁","http://maps.google.com/maps?q=25.0580804,121.53124430000004&sll=25.0580804,121.53124430000004; https://www.facebook.com/UUmouth/","Arts"
"http://www.accupass.com/event/register/1610240345181247230687","疑~ 誰來插一腳","2016-11-23(Wed) 19:00 ~ 2016-11-23(Wed) 21:00 (GMT+8)","台北市中山區龍江路76巷1號","http://maps.google.com/maps?q=25.0512687,121.53775369999994&sll=25.0512687,121.53775369999994","Arts"
"http://www.accupass.com/go/scrumnban","Agile Meetup 2016 十一月份聚會 - Scrumban - 高效團隊的敏捷方法取捨","","","",""
"http://www.accupass.com/go/scrumnban","講者簡介; 關於主辦者","2016-11-23(Wed) 19:30 ~ 2016-11-23(Wed) 21:00 (GMT+8)","台北市敦化南路 2 段 198 號 9 樓 906","http://maps.google.com/maps?q=25.0230489,121.54801900000008&sll=25.0230489,121.54801900000008","Education"
"http://www.accupass.com/event/register/1611240504021278265658","《複利！真的是奇蹟！？》","2016-11-27(Sun) 01:00 ~ 2016-11-27(Sun) 23:00 (GMT+8)","台北市","http://maps.google.com/maps?q=25.0329636,121.56542680000008&sll=25.0329636,121.56542680000008","Education"
"http://www.accupass.com/event/register/1609230913148115846720","網路中文 第十屆域名研討會 [台北場]","2016-11-23(Wed) 09:30 ~ 2016-11-23(Wed) 16:30 (GMT+8)","台北市中正區杭州南路一段24號; 請參訪活動首頁","http://maps.google.com/maps?q=25.0375759,121.52464800000008&sll=25.0375759,121.52464800000008; http://wiki.net-chinese.taipei/cht/node/3329","Technology"
"http://www.accupass.com/event/register/1610291101422722830930","【以書會友 】輕鬆聊天讀書會","","","",""
"http://www.accupass.com/event/register/1610291101422722830930","本週主題書籍簡介：","2016-11-21(Mon) 19:30 ~ 2016-11-21(Mon) 21:30 (GMT+8)","中正紀念堂二號出口","http://maps.google.com/maps?q=25.032406,121.51824399999998&sll=25.032406,121.51824399999998","Education"
"http://www.accupass.com/event/register/1611100909228724105700","投資聯會俱樂部","2016-11-24(Thu) 14:00 ~ 2016-11-26(Sat) 16:00 (GMT+8)","台北市中正區衡陽路51號七樓之9","http://maps.google.com/maps?q=25.042403,121.512201&sll=25.042403,121.512201","Education"
"http://www.accupass.com/go/creator","企業魂~ 創造之旅 (台北場11/27-11/29)","","","",""
"http://www.accupass.com/go/creator","【為什麽一定要上《企業魂》】; 您的行動將會為自己帶來驚人的收獲; 這麼棒的課程","2016-11-27(Sun) 09:00 ~ 2016-11-29(Tue) 19:00 (GMT+8)","台北市信義區忠孝東路五段669號B2","http://maps.google.com/maps?q=25.042049,121.57962700000007&sll=25.042049,121.57962700000007","Education"
"http://www.accupass.com/go/0ot_21","從0到1 邊玩邊工作旅遊創業KNOW-HOW座談會","2016-11-21(Mon) 18:30 ~ 2016-11-21(Mon) 20:30 (GMT+8)","台北市南京東路二段36號7樓; 愛創業粉絲團","http://maps.google.com/maps?q=25.051885,121.5294847&sll=25.051885,121.5294847; https://www.facebook.com/iStartupTaiwan/","Business"
"http://www.accupass.com/event/register/1611071559091354695498","一個『影響自己未來』的遊戲。","2016-11-27(Sun) 18:30 ~ 2016-11-27(Sun) 21:30 (GMT+8)","捷運中正紀念堂站2號出口","http://maps.google.com/maps?q=25.032406,121.51824399999998&sll=25.032406,121.51824399999998","Education"
"http://www.accupass.com/event/register/1610240826061957260079","青創學院│創業夢想號：打造人氣青年旅館實戰","2016-11-22(Tue) 09:30 ~ 2016-11-22(Tue) 16:30 (GMT+8)","台北市和平西路一段150號12樓","http://maps.google.com/maps?q=25.0273353,121.51535749999994&sll=25.0273353,121.51535749999994","Education"
"http://www.accupass.com/go/tpark06","梁錦鵬－《營運計劃書》之天龍八部","2016-11-26(Sat) 13:30 ~ 2016-11-26(Sat) 17:00 (GMT+8)","台北市中正區衡陽路51號7樓之9; 建富文創官方網站","http://maps.google.com/maps?q=25.042403,121.512201&sll=25.042403,121.512201; http://www.t-park.com.tw/","Education"
"http://www.accupass.com/event/register/1609210849111297983660","【街遊 Hidden Taipei】 阿和流浪記 》2016-11-27","","","",""
"http://www.accupass.com/event/register/1609210849111297983660","我們是 街遊 Hidden Taipei","2016-11-27(Sun) 10:00 ~ 2016-11-27(Sun) 12:00 (GMT+8)","台北市廣州街129號; 街遊 Hidden Taipei","http://maps.google.com/maps?q=25.0366778,121.5024717&sll=25.0366778,121.5024717; http://www.hiddentaipei.org/","Travel"
"http://www.accupass.com/event/register/1610270212289283950870","NLP 讀心術 (讀心術vs.魔術)","2016-11-22(Tue) 19:15 ~ 2016-11-22(Tue) 21:30 (GMT+8)","台北市中山區長安東路一段61-1號","http://maps.google.com/maps?q=25.0487212,121.5270769&sll=25.0487212,121.5270769","Education"
"http://www.accupass.com/go/ISTECH_space1","【意思空間】臺北圓山：場地租借優惠！","2016-11-23(Wed) 17:00 ~ 2017-06-01(Thu) 21:00 (GMT+8)","台北市大同區承德路三段219號三樓; 【意思科技】【意思空間】場底租借優惠中","http://maps.google.com/maps?q=25.0701378,121.5185202&sll=25.0701378,121.5185202; http://www.istech-edu.com/2016/06/blog-post_67.html","Education"
"http://www.accupass.com/go/event064","北京到羅馬的影像敘事_台北一日場","2016-11-26(Sat) 19:00 ~ 2016-11-26(Sat) 21:00 (GMT+8)","大可樂DuckLab(大可居青年旅館B1-台北市萬華區昆明街316號); https://www.facebook.com/duckstaytw/","http://maps.google.com/maps?q=25.035814,121.50327590000006&sll=25.035814,121.50327590000006; https://www.facebook.com/duckstaytw/","Travel"
"http://www.accupass.com/event/register/1611040452438490045710","【講師：呆爸】11/25(五),台北晚場.婚禮記錄的光線與運用","2016-11-25(Fri) 18:30 ~ 2016-11-25(Fri) 21:30 (GMT+8)","台北市重慶南路一段10號六樓","http://maps.google.com/maps?q=25.0466091,121.51311110000006&sll=25.0466091,121.51311110000006","Photography"
"http://www.accupass.com/go/harvard","「讓生活變得更美好—掌控潛意識與自律定心法秘技 」(加贈6秒鐘專注力訓練法)","2016-11-26(Sat) 13:00 ~ 2016-11-26(Sat) 17:00 (GMT+8)","台北市士林區劍潭路21號2樓; 哈佛國際潛能開發中心","http://maps.google.com/maps?q=25.0841365,121.52269479999995&sll=25.0841365,121.52269479999995; http://verylihai.pixnet.net/blog/post/335961191","Education"
"http://www.accupass.com/event/register/1610130022148967735210","安逸 其實是一種病","2016-11-24(Thu) 19:30 ~ 2016-11-24(Thu) 21:30 (GMT+8)","104台北市中山區南京東路二段218號","http://maps.google.com/maps?q=25.0517949,121.53586040000005&sll=25.0517949,121.53586040000005","Education"
"http://www.accupass.com/event/register/1609220204445662475620","【室內設計職涯講座】簡約時尚的小坪數居家設計要點","2016-11-22(Tue) 19:00 ~ 2016-11-22(Tue) 21:00 (GMT+8)","台北市重慶南路一段66號9樓","http://maps.google.com/maps?q=25.0436519,121.51306899999996&sll=25.0436519,121.51306899999996","Education"
